entry,exit
613.0,612.19
612.19,611.35
611.93,611.35
612.01,611.35
611.83,611.23
611.98,611.35
611.35,611.79
611.48,611.94
611.44,611.94
611.49,611.94
611.79,611.35
611.35,611.94
611.43,612.06
611.94,611.43
612.06,611.45
611.45,610.81
611.43,611.12
611.43,610.81
611.29,610.81
611.23,610.81
611.28,610.81
611.12,610.6
610.81,610.43
610.6,610.91
610.91,610.43
610.63,611.46
610.43,611.162
610.12,610.67
610.32,611.162
610.67,611.162
610.5,611.162
611.162,611.88
611.46,612.49
611.88,612.49
612.49,612.12
612.49,612.56
612.56,611.44
612.52,611.44
612.12,611.44
611.44,610.47
611.715,611.32
611.44,610.91
611.62,610.91
611.32,610.47
610.91,611.41
610.85,611.41
611.06,611.41
611.41,610.47
610.47,609.95
610.51,609.95
610.37,609.33
610.86,610.03
610.79,610.03
610.74,610.03
610.38,609.86
610.69,610.03
610.52,610.89
610.89,610.29
610.58,610.29
610.695,610.5
610.5,610.29
610.43,609.95
610.29,609.95
610.03,609.33
609.95,609.33
609.86,609.33
609.33,610.09
610.09,609.23
609.23,610.13
610.13,610.72
609.96,610.72
609.72,610.72
610.72,609.91
610.417,609.91
609.91,610.64
609.83,610.64
610.64,610.23
610.64,609.91
610.8,610.23
610.5,610.66
610.66,609.91
610.85,610.23
610.23,609.47
609.91,609.47
609.47,610.3
609.835,610.3
609.7,610.3
610.3,609.8
610.38,609.8
610.38,609.8
609.8,610.38
610.38,609.8
610.38,609.8
610.38,609.8
610.55,610.45
610.52,610.16
610.45,609.8
610.38,609.8
610.58,610.16
610.16,609.8
610.16,609.8
609.8,609.39
609.63,610.16
609.39,609.74
609.74,610.16
609.71,610.16
609.78,610.16
609.82,609.34
609.84,610.16
609.86,609.51
609.88,609.55
609.66,610.16
609.75,610.16
610.16,609.7
609.7,610.19
609.79,609.55
609.77,610.19
609.99,609.705
609.705,610.03
609.69,609.55
609.7,609.55
609.55,609.88
609.65,609.55
609.55,609.695
609.51,609.88
609.695,610.03
609.71,609.96
609.76,609.51
609.51,609.71
609.71,609.5
609.72,609.5
609.61,609.88
609.5,609.71
609.59,609.71
609.52,609.71
609.56,609.71
609.51,609.71
609.71,609.91
609.645,609.88
609.73,609.88
609.88,609.6
609.73,610.03
609.76,609.6
609.79,610.03
609.73,609.79
609.73,609.6
609.79,609.6
609.745,610.19
609.6,609.795
609.745,609.96
609.62,609.795
609.71,609.96
609.73,609.91
609.73,609.91
609.795,609.91
609.91,610.03
609.96,609.65
610.03,610.19
610.19,609.93
609.93,609.69
609.93,609.69
609.69,609.92
609.69,609.34
609.65,609.92
609.58,609.92
609.92,609.68
609.68,609.52
609.68,609.34
609.61,609.34
609.67,609.34
609.52,609.8
609.66,609.34
609.34,609.47
609.47,609.66
609.66,609.34
609.66,609.66
609.66,603.02
609.59,603.02
609.62,609.34
609.34,609.8
609.8,609.38
609.56,603.02
609.38,609.7
609.7,609.39
609.39,609.69
609.38,609.69
609.69,603.02
609.64,603.02
603.02,611.25
616.6,616.19
616.19,615.0
615.0,615.0
615.0,617.18
617.18,615.5
615.5,617.13
617.13,620.0
617.12,618.03
617.12,618.03
616.38,617.74
617.2,617.74
617.74,616.37
616.37,618.03
618.03,620.0
620.0,618.13
619.19,616.92
618.13,620.56
618.6,620.56
620.56,618.97
620.09,617.56
618.97,616.92
619.85,618.92
618.92,617.56
618.39,616.92
617.56,619.75
617.763,619.75
616.92,619.75
617.28,619.75
616.93,618.35
616.82,618.35
618.35,619.75
618.1,619.75
619.75,618.4
618.4,620.35
618.82,620.35
620.35,619.0
620.097,619.0
619.86,619.0
619.0,619.97
618.92,619.45
619.445,620.78
619.45,620.78
619.32,620.78
619.29,620.78
619.79,618.97
619.79,620.78
618.97,619.97
619.97,618.96
619.58,618.96
619.67,620.78
619.5,620.78
618.96,620.78
620.78,619.8
619.8,620.34
620.34,619.01
619.8,619.01
620.04,619.01
619.62,620.86
619.01,620.86
620.86,620.05
620.625,621.455
621.455,620.05
621.42,620.05
620.05,621.4
620.05,620.79
620.79,621.92
621.4,622.912
621.5,620.3
620.51,621.92
621.005,620.3
620.51,621.25
621.25,620.84
621.19,620.84
620.84,620.3
620.835,620.3
620.835,620.3
620.3,621.21
621.21,620.31
620.31,621.92
621.2,621.92
621.2,621.92
621.92,622.912
622.4,621.92
621.92,621.23
622.16,621.23
622.03,621.23
622.32,621.92
622.335,621.23
622.25,621.92
622.25,621.92
621.92,621.23
621.23,622.09
622.09,622.912
621.95,622.09
622.09,622.4
622.117,622.912
622.4,622.912
622.23,622.912
622.395,622.912
622.43,622.912
622.912,624.0
623.25,622.5
623.45,622.7
622.7,623.34
622.5,622.95
622.95,624.0
622.8,624.0
623.34,624.4
622.82,624.0
623.06,624.0
623.205,624.0
624.0,623.2
624.16,623.2
623.6,623.2
623.2,624.4
623.4,624.4
624.4,623.74
624.7,624.095
624.42,623.04
624.42,623.74
624.45,624.095
624.095,623.04
623.74,624.12
623.74,624.12
623.74,624.12
624.12,623.04
624.12,623.04
623.965,623.04
623.84,623.04
623.04,623.89
623.27,623.89
623.89,624.64
624.16,625.03
624.1,624.64
624.64,623.74
624.5,623.5
623.74,624.74
624.01,624.74
624.01,625.03
624.74,624.01
624.01,625.03
624.17,625.03
623.98,625.03
623.89,624.45
624.45,625.29
624.21,625.03
624.21,625.03
625.03,623.72
625.29,624.33
624.33,623.5
623.72,623.175
623.5,624.12
624.12,623.175
623.175,621.82
622.93,623.93
622.62,623.93
623.93,622.39
624.12,622.39
624.42,623.41
623.41,622.39
623.41,622.39
623.535,622.39
622.39,623.4
622.39,623.4
623.4,622.71
623.52,622.71
622.71,623.52
623.115,622.56
623.52,623.115
622.56,622.02
622.51,621.82
622.49,622.02
622.02,622.72
622.665,621.63
622.02,623.08
622.0,622.72
621.82,622.5
621.63,622.37
622.37,621.51
622.36,622.03
622.03,621.51
621.51,622.39
621.695,622.39
621.65,622.39
621.555,622.39
622.39,621.97
622.02,622.36
621.97,622.36
622.36,622.72
622.39,623.08
622.45,623.08
622.5,623.43
622.46,623.08
622.72,622.1
623.08,622.1
622.78,622.0
622.56,623.43
622.1,622.99
622.1,622.99
622.99,622.0
622.0,622.72
622.31,623.43
622.72,622.91
622.91,623.43
623.43,624.14
623.42,624.05
623.85,624.84
624.05,624.84
624.14,624.84
624.52,625.37
625.0,625.9
625.0,624.52
624.875,624.52
624.52,625.37
625.37,624.51
624.51,625.27
625.27,625.9
625.32,625.9
625.43,626.76
625.45,625.9
625.9,626.76
626.76,625.88
625.88,626.5
625.72,626.08
625.96,626.77
625.76,626.5
626.08,626.77
626.11,626.77
626.11,626.77
626.5,627.7
626.56,626.01
626.21,626.77
626.28,626.77
626.3,626.01
626.29,626.01
626.205,626.77
626.01,626.29
626.29,625.99
626.47,625.99
626.47,625.99
625.99,626.77
626.77,627.7
626.9,627.7
626.96,627.7
626.97,627.7
626.76,627.7
627.07,627.7
627.7,626.3
627.79,627.2
627.2,626.3
626.3,625.56
625.92,627.0
626.04,627.0
625.96,627.0
626.06,627.0
626.31,625.56
625.56,627.0
625.57,626.19
625.71,627.0
625.56,625.86
625.86,625.58
625.845,626.19
625.58,626.19
626.19,627.0
627.0,625.96
625.96,626.79
626.4,626.79
626.79,626.04
626.79,626.04
626.04,625.61
626.04,625.75
625.75,626.25
625.96,626.54
625.91,626.54
625.88,627.02
625.93,627.02
626.09,627.02
625.61,626.25
626.25,627.02
626.54,626.12
626.39,627.02
626.2,627.02
626.19,627.02
626.255,627.02
626.12,627.02
627.02,626.18
627.14,626.18
627.04,626.18
626.18,627.26
626.59,627.26
627.26,628.0
627.06,627.68
627.18,627.95
627.37,627.95
627.315,627.68
627.68,626.95
627.315,627.95
626.95,627.95
627.95,628.92
628.0,628.92
627.846,628.92
628.22,628.92
627.91,628.92
628.92,629.46
628.99,629.46
629.09,628.17
629.46,628.17
628.17,629.0
629.0,628.16
628.16,627.38
628.165,627.38
627.86,627.23
627.88,627.23
627.99,627.58
627.58,626.58
627.38,626.58
627.23,626.58
626.58,628.305
626.28,627.2
626.23,626.91
626.91,626.08
626.08,626.91
626.91,626.25
626.4,627.2
626.25,627.2
627.2,626.71
626.71,627.2
626.5,627.2
627.2,626.44
627.2,626.44
626.855,626.28
626.44,628.305
626.36,628.305
626.71,626.28
626.28,626.788
626.788,628.305
628.305,627.31
627.31,626.4
627.25,628.0
627.588,628.0
628.0,627.17
628.0,627.17
627.17,626.57
626.57,626.0
626.73,626.0
626.4,626.73
626.73,626.0
626.0,626.73
626.73,626.0
626.0,625.42
626.01,625.15
626.35,625.42
626.01,625.42
625.91,625.42
625.99,625.42
625.99,625.42
625.84,625.3
625.42,625.8
625.8,626.18
626.18,625.3
625.3,624.6
625.88,625.15
625.54,625.15
625.58,625.15
625.64,625.15
625.15,624.12
625.48,624.9
625.48,624.9
625.66,624.9
625.5,625.67
625.67,624.9
624.9,624.12
624.6,624.12
624.86,626.36
624.12,624.895
624.82,626.36
626.36,625.41
625.41,624.82
625.49,624.82
625.54,624.82
624.82,626.0
624.86,626.0
626.0,627.09
625.88,624.28
627.09,626.14
626.35,624.8
626.79,625.38
626.6,626.14
626.14,625.38
626.45,624.8
626.305,625.38
625.38,626.45
625.51,626.45
625.92,624.8
626.11,625.37
625.37,626.0
625.37,626.0
625.72,626.45
626.0,626.45
626.45,625.58
625.58,624.8
625.53,624.8
625.63,624.8
625.62,624.8
625.43,625.825
625.825,624.8
625.49,624.8
625.4,624.28
624.8,624.15
624.28,624.92
624.75,624.15
624.74,624.15
624.15,624.92
624.92,626.36
625.0,626.36
624.62,626.36
625.2,626.36
626.36,625.39
625.39,626.25
625.63,625.18
625.18,626.25
625.35,626.25
626.25,625.47
625.47,626.145
626.145,626.94
626.11,626.94
626.94,627.51
627.01,628.19
626.4,628.19
627.24,628.19
627.51,628.68
627.53,628.19
627.35,628.19
627.34,628.19
628.19,629.2
628.68,627.62
628.67,627.62
627.62,629.2
627.94,629.2
628.0,629.97
629.2,628.26
628.26,627.91
628.07,627.25
628.425,627.91
628.5,628.07
628.5,628.07
628.07,628.33
627.91,628.33
628.33,627.78
627.78,628.5
628.5,627.77
628.5,627.77
627.77,628.85
627.25,627.811
627.811,628.85
627.34,628.3
628.3,627.59
627.59,628.85
627.57,628.85
628.33,629.32
628.85,627.84
628.74,627.84
628.18,628.86
627.84,628.56
628.56,627.775
627.775,628.59
628.59,627.56
628.86,627.56
628.65,627.56
627.56,628.89
627.58,628.89
628.89,627.92
627.92,629.0
629.0,627.15
629.32,628.04
629.28,628.04
628.87,628.04
628.04,627.15
628.52,627.15
627.15,627.78
627.5,628.0
627.78,628.32
628.0,627.41
628.32,627.41
628.15,627.41
628.15,629.21
627.41,628.45
628.45,629.21
628.5,629.21
629.0,629.45
629.0,629.21
629.21,628.5
629.45,628.5
629.41,628.5
628.5,629.0
629.0,629.97
629.09,629.45
629.09,628.98
629.05,629.45
628.98,629.1
629.1,629.97
629.0,629.97
629.45,630.84
628.76,629.97
629.97,630.84
629.83,630.84
629.86,630.0
630.0,630.84
630.0,630.16
630.16,629.55
630.0,630.84
629.55,630.46
630.46,631.55
630.84,631.55
630.19,630.99
630.2,630.99
630.99,630.19
631.55,630.58
630.58,631.65
630.96,630.19
630.19,630.78
630.12,630.78
630.18,630.78
630.78,630.31
630.69,631.65
630.56,631.65
631.18,630.59
631.125,630.59
630.98,630.59
630.91,631.65
630.59,631.0
630.31,631.0
631.0,631.65
631.0,630.68
630.68,631.65
630.94,631.65
631.65,630.52
631.2,631.6
631.6,630.52
631.6,630.52
631.54,632.0
631.64,631.19
631.835,631.48
631.48,632.0
632.0,631.52
631.52,631.9
631.41,631.9
631.9,631.19
631.19,630.52
631.17,629.99
630.52,629.59
630.36,631.0
631.0,629.99
631.0,629.99
630.83,629.99
629.99,630.47
630.17,629.26
630.09,629.59
630.09,629.59
629.59,630.29
630.141,629.0
630.29,629.8
629.8,630.47
630.23,629.76
630.03,630.47
630.23,629.76
630.2,629.26
630.47,629.76
629.76,629.26
629.26,629.87
629.0,629.5
629.5,629.0
629.0,629.7
629.7,630.35
629.87,629.23
629.74,630.35
629.6,630.35
629.23,630.35
629.51,630.35
629.37,630.35
630.35,629.51
629.51,628.66
629.15,628.66
628.66,629.35
628.75,629.53
628.6,628.91
628.91,628.6
628.6,628.91
628.52,628.91
628.91,629.53
628.69,629.35
628.59,629.35
629.35,628.82
629.35,628.82
629.53,628.82
629.49,628.82
629.49,628.82
628.82,629.49
628.81,629.49
629.49,628.79
629.86,629.0
629.64,629.0
629.0,628.27
628.79,628.27
628.27,628.92
628.305,628.92
628.92,629.66
629.66,630.63
629.99,630.63
630.12,629.46
630.22,629.85
630.28,629.85
629.99,629.6
630.245,629.85
630.065,629.6
630.03,629.46
629.85,629.6
629.6,630.17
629.6,630.17
630.17,629.65
629.65,630.63
630.0,629.46
629.72,630.63
629.46,630.63
629.5,630.63
629.76,630.63
629.77,630.63
629.55,630.63
630.63,629.81
630.3,629.52
630.315,629.52
629.81,630.35
630.35,629.79
629.95,630.49
630.0,630.49
630.08,629.52
630.49,630.08
630.2,629.79
630.47,630.08
630.08,630.41
630.41,629.99
630.24,629.52
630.445,629.99
630.24,629.99
629.99,629.52
629.79,629.41
630.06,629.41
629.52,628.81
629.98,629.41
629.41,628.81
629.4,628.96
629.22,629.67
629.14,629.88
629.23,628.69
629.67,628.96
628.96,629.38
629.32,628.81
628.81,629.38
629.38,628.785
628.785,629.49
628.69,628.92
628.74,629.49
628.742,629.49
628.92,629.88
629.49,628.98
629.49,628.98
629.48,628.98
628.98,629.88
629.88,629.0
629.79,629.0
629.0,628.17
628.17,628.65
628.65,629.8
628.52,629.17
628.42,629.17
628.77,628.01
628.77,628.01
628.99,628.31
628.95,628.31
628.76,628.01
629.0,628.31
628.31,628.99
628.99,628.01
628.99,628.01
628.98,628.53
628.67,629.01
628.53,628.01
629.01,628.01
628.01,629.17
629.17,628.48
628.48,629.8
628.53,629.8
628.86,629.8
629.8,629.04
629.04,628.16
629.04,629.8
628.79,629.41
628.99,629.8
628.77,629.41
629.41,628.78
629.8,628.99
629.14,628.33
628.99,628.33
628.78,628.33
628.33,628.92
628.33,628.92
628.16,628.72
628.51,627.95
628.355,629.06
628.355,628.2
628.2,628.72
628.32,628.92
628.72,628.11
628.11,628.3
628.3,628.92
628.153,628.92
628.44,627.9
628.06,628.92
628.92,628.05
628.05,629.06
627.95,628.59
628.59,627.9
628.59,627.9
627.9,628.7
629.06,630.0
629.0,630.0
630.0,629.15
629.68,629.15
629.99,629.15
629.15,629.7
628.72,629.7
629.7,628.79
629.34,628.3
629.24,628.79
628.79,628.3
628.97,628.3
628.3,629.16
629.16,629.81
629.81,628.7
629.7,629.14
629.63,629.14
629.52,629.14
629.14,628.7
628.7,628.26
628.66,629.58
628.26,629.58
629.58,628.77
628.77,627.965
628.65,629.36
629.36,628.36
628.36,628.71
628.365,628.71
628.71,628.09
628.09,627.43
627.965,627.43
627.43,628.25
627.01,628.25
628.25,628.8
628.06,628.8
628.42,627.43
628.41,628.8
628.8,628.43
628.68,627.43
628.43,627.43
627.43,626.75
627.32,626.35
627.37,626.35
626.75,626.0
626.35,627.27
626.48,626.0
626.51,626.0
626.51,626.0
626.48,626.0
626.0,626.34
626.34,627.27
626.86,625.81
625.81,627.27
627.27,626.0
627.17,626.16
626.36,625.6
626.16,627.25
626.463,625.88
626.0,625.6
625.91,626.67
625.88,626.67
625.6,626.67
625.78,626.67
626.67,627.79
626.24,627.25
627.25,628.06
626.89,627.79
627.19,626.66
626.66,627.79
627.79,626.73
626.73,627.63
627.63,627.16
627.16,628.06
627.21,627.71
627.71,628.88
627.05,627.69
627.69,627.09
627.09,628.06
627.09,628.06
627.39,628.06
628.06,627.58
627.58,628.88
628.04,628.88
628.88,627.94
627.94,627.24
627.74,627.24
628.08,627.24
627.47,626.7
627.24,626.24
627.01,626.24
626.7,625.91
626.24,625.2
626.46,625.2
625.91,626.36
626.36,625.2
625.2,624.5
625.63,625.11
625.11,625.87
625.12,624.5
624.5,625.87
624.51,625.87
624.5,624.99
624.99,624.5
624.5,625.21
625.21,625.87
624.96,625.87
625.87,624.79
624.79,625.69
625.05,626.3
625.265,625.875
625.69,625.0
625.597,625.0
625.37,625.0
625.0,625.56
625.56,624.8
624.8,625.67
625.67,626.3
625.875,626.77
626.3,626.77
626.53,625.18
626.0,626.77
626.01,626.77
626.1,626.77
626.34,625.18
626.34,626.0
626.0,626.77
626.77,625.18
626.13,625.18
626.04,625.18
625.18,626.77
626.77,625.78
626.77,625.78
625.78,624.94
626.24,625.37
625.37,626.25
624.94,625.955
625.07,625.955
625.955,627.11
626.25,627.11
626.09,627.11
627.11,627.91
627.08,627.91
627.04,627.91
627.094,627.725
627.725,628.28
627.91,628.83
627.78,628.83
628.12,628.83
627.87,628.83
627.83,628.28
628.28,627.4
627.94,628.83
628.09,628.83
628.05,628.83
628.83,627.69
628.32,627.69
628.43,627.69
628.35,627.69
627.69,628.22
627.4,627.9
627.9,627.53
627.89,627.57
627.57,628.0
627.57,628.0
628.0,627.1
627.57,628.22
628.22,627.53
627.865,627.1
627.53,627.89
627.89,627.1
627.1,627.63
627.24,626.5
626.96,627.63
626.98,627.63
627.36,626.76
627.06,626.04
627.63,626.76
626.76,626.04
626.5,626.04
626.04,625.53
625.53,626.31
625.39,626.31
626.31,624.94
624.94,624.0
625.4,624.8
625.11,624.6
625.01,625.48
625.48,624.8
624.8,625.42
624.89,625.42
624.92,625.42
625.42,624.76
625.42,624.76
625.42,624.76
625.42,624.76
624.76,624.0
624.79,624.0
624.6,624.0
624.0,623.31
623.98,623.31
624.015,623.31
623.31,624.0
623.91,623.36
624.0,623.36
623.36,624.2
624.2,623.49
624.17,623.56
624.33,623.56
623.56,622.94
623.49,623.93
623.93,623.14
623.65,622.06
623.14,622.06
623.07,622.06
622.94,622.06
622.06,622.83
622.83,622.13
622.13,623.58
623.58,622.84
623.34,622.69
623.34,622.84
623.33,622.69
623.2,622.39
622.84,623.56
622.85,623.56
622.69,623.56
623.05,623.56
622.66,623.02
623.02,623.56
623.56,622.56
622.56,621.46
622.56,621.46
622.39,621.46
621.46,622.8
621.53,622.12
622.12,622.8
621.93,622.8
622.8,621.644
622.93,621.644
622.67,621.644
622.47,621.644
622.57,621.644
621.644,620.98
621.0,620.09
621.19,620.544
621.17,620.544
620.98,621.43
621.245,620.544
621.43,621.03
621.03,620.37
620.544,619.71
620.69,620.09
620.37,620.34
620.34,620.69
620.69,620.09
620.09,620.66
620.0,620.66
620.66,620.0
620.0,620.66
620.0,620.0
620.0,620.0
620.0,619.71
619.71,620.66
620.66,619.72
620.35,619.49
620.525,619.72
620.56,619.72
620.74,619.72
620.21,620.59
620.33,620.59
620.59,619.72
619.72,620.15
620.02,619.71
620.0,619.71
620.15,620.005
620.005,619.71
619.71,620.32
620.32,620.86
620.14,620.86
620.32,620.86
620.46,619.78
620.86,620.15
620.15,620.45
620.45,619.78
620.46,619.78
619.78,620.49
620.49,619.88
620.15,620.48
620.48,619.88
620.48,619.88
619.88,619.21
619.79,620.19
619.81,619.21
619.68,620.19
619.79,619.21
620.19,619.88
619.88,619.49
619.81,619.21
619.49,620.19
620.19,619.49
619.49,618.9
619.74,619.21
619.53,618.9
619.92,619.48
619.57,618.9
619.57,619.48
619.48,619.92
619.21,619.75
619.22,619.75
619.22,619.75
619.75,618.9
619.92,619.37
619.37,619.64
619.43,618.9
619.64,619.24
619.39,620.3
619.24,619.71
618.9,619.71
619.31,619.71
619.31,619.71
619.71,620.52
619.52,620.3
620.3,621.78
619.4,620.35
620.35,621.2
620.32,620.92
619.9,620.52
620.0,620.52
620.52,621.2
620.54,620.34
620.34,620.62
620.62,620.92
620.77,621.2
620.92,620.77
620.77,621.78
621.2,622.19
621.2,621.78
620.82,621.78
620.97,621.78
621.07,621.78
621.78,622.19
621.83,622.54
622.19,621.765
621.765,621.89
621.852,622.19
621.89,622.19
622.19,622.97
622.54,620.77
622.97,621.98
621.98,623.0
623.0,622.08
622.08,620.77
622.08,620.77
622.12,620.77
622.47,621.84
622.0,621.67
622.0,621.74
622.0,621.84
621.84,620.77
622.08,621.67
621.74,620.77
621.98,621.67
621.915,620.77
621.67,620.77
620.77,621.71
620.94,621.71
621.71,621.4
621.4,622.59
622.59,621.63
622.18,621.63
622.02,621.28
621.81,623.59
622.17,621.28
622.045,621.28
622.0,621.63
622.0,621.63
621.81,621.28
621.63,623.59
621.965,621.63
621.63,623.59
621.28,623.59
623.59,622.23
622.23,621.33
621.76,622.84
622.01,621.33
621.95,621.33
621.33,622.84
622.0,622.84
622.84,621.98
621.98,620.81
622.08,620.81
622.08,621.64
622.08,621.64
621.64,620.81
620.81,620.0
620.31,618.25
620.7,620.06
620.37,618.25
620.06,618.25
620.0,619.9
620.0,620.0
620.0,620.0
620.0,618.25
619.9,618.25
620.0,618.25
618.25,618.89
618.89,617.89
618.51,617.89
617.89,617.33
617.72,618.03
618.03,617.56
618.03,617.72
617.72,617.39
617.39,617.82
617.82,617.15
617.6,616.99
617.45,617.92
617.33,617.92
617.15,617.92
617.23,617.92
617.22,617.92
617.19,617.92
617.92,616.99
616.99,616.1
617.08,616.43
617.46,616.43
616.43,617.38
617.16,616.55
616.55,617.38
617.38,616.1
617.45,616.59
617.33,616.59
616.59,616.1
616.1,615.29
615.95,616.53
616.53,615.81
616.51,615.81
616.37,615.29
615.81,615.29
615.29,615.85
615.69,614.67
615.36,615.85
615.85,614.67
615.76,614.67
614.67,613.92
615.23,614.35
614.35,614.87
614.87,614.01
614.73,614.01
614.01,614.79
614.268,614.79
614.79,614.13
614.13,615.07
613.92,615.07
615.07,614.32
614.32,613.54
614.365,613.54
614.01,614.56
614.16,613.54
613.83,614.56
613.83,614.56
614.06,614.56
614.56,613.54
613.54,612.87
612.87,613.34
613.19,614.54
613.02,612.75
613.05,612.75
613.05,612.75
612.75,613.34
613.34,614.54
613.27,614.54
613.17,614.54
613.33,614.54
613.475,612.89
613.74,612.89
612.89,614.54
614.54,613.601
613.601,614.24
614.24,614.76
614.76,613.29
614.5,613.29
613.29,614.66
613.23,614.66
614.66,613.26
613.26,614.45
614.45,615.51
614.48,614.375
614.375,615.51
614.36,615.51
614.444,615.51
614.61,615.51
615.51,614.73
614.73,615.2
614.91,615.49
614.9,614.23
614.78,615.2
615.03,614.23
615.2,614.23
615.21,614.23
615.225,614.23
615.21,614.61
614.61,615.057
615.057,614.23
615.49,614.23
615.025,614.23
615.2,614.23
614.23,613.32
614.45,613.32
614.45,613.32
614.27,613.32
614.25,614.62
614.03,614.62
614.02,614.62
614.07,614.8
613.99,614.62
614.62,614.102
614.102,614.8
614.172,613.32
614.44,613.32
614.8,614.12
614.12,614.69
614.155,614.69
614.69,613.32
614.26,613.32
613.32,614.14
612.79,613.6
613.6,614.14
613.6,614.14
614.14,613.02
613.64,614.53
613.79,614.53
614.0,613.02
614.53,613.02
613.94,615.51
613.93,614.96
613.59,613.31
613.39,613.02
613.47,614.175
613.31,614.175
613.02,613.88
613.21,613.88
613.88,614.96
614.175,614.96
614.44,613.67
613.67,614.36
614.36,615.36
614.19,615.36
614.0,614.96
614.96,614.07
614.47,615.36
614.97,614.07
615.36,614.63
614.63,615.51
615.51,614.63
614.63,614.07
614.78,614.07
614.97,614.07
614.52,613.82
614.97,614.74
614.83,614.07
614.74,614.07
614.73,614.07
614.07,615.1
614.24,615.1
613.82,614.62
614.62,613.821
614.36,615.1
615.1,613.48
615.08,613.48
614.78,613.48
613.48,612.94
613.5,612.7
613.42,612.94
613.34,613.2
613.2,614.24
613.7,612.7
612.94,614.24
612.7,613.73
612.72,613.73
613.73,612.85
614.24,613.47
613.47,612.85
613.37,614.26
612.85,614.26
612.85,614.26
613.475,614.71
613.5,614.26
614.26,613.22
614.3,613.22
614.4,613.22
614.3,613.22
613.94,613.01
613.87,613.22
613.22,614.247
613.975,613.01
613.85,614.38
614.247,613.64
614.11,613.64
614.38,613.64
613.64,613.01
613.01,613.88
612.53,613.88
612.8,613.88
613.88,614.71
613.95,614.71
614.71,614.02
614.28,614.82
614.28,614.82
614.82,614.02
614.02,615.85
614.51,615.85
615.85,615.1
615.1,616.07
616.07,615.03
615.7,615.13
615.13,615.98
615.45,615.98
615.44,614.71
615.39,614.71
615.24,615.98
615.98,615.35
615.35,614.71
615.03,614.05
615.15,614.05
614.71,613.55
614.05,614.475
615.43,614.13
615.25,614.58
615.3,614.58
614.58,615.23
615.23,614.13
614.13,613.55
614.11,613.55
613.55,614.42
614.42,616.0
614.28,616.0
614.86,614.21
614.21,614.77
614.77,616.0
614.56,616.0
616.0,615.26
615.43,614.53
615.26,616.05
616.05,615.3
615.3,614.53
614.53,614.0
614.54,614.0
614.235,615.28
614.53,614.0
614.0,614.42
614.42,615.28
614.48,615.28
614.71,615.28
614.48,615.28
614.59,615.28
615.28,614.73
614.97,615.6
615.6,614.73
615.23,614.73
614.73,614.01
614.01,615.04
614.2,614.68
614.27,615.04
614.68,614.21
615.04,614.21
614.59,613.86
615.02,614.21
614.21,615.25
613.86,614.42
614.42,613.86
613.86,614.51
613.79,614.51
614.51,614.07
614.175,615.25
614.07,615.25
615.25,614.56
614.56,615.38
615.38,614.45
615.42,614.96
614.96,614.29
614.45,615.78
614.45,615.02
614.77,614.29
614.81,615.78
614.29,615.02
615.02,616.34
615.78,616.34
615.395,616.34
615.79,616.34
615.48,616.34
615.64,616.34
616.34,615.43
615.92,614.77
615.43,614.77
614.77,615.35
615.11,614.35
614.35,615.15
615.15,613.54
614.99,615.35
615.35,614.89
615.35,614.89
614.89,613.54
614.935,613.54
613.54,614.0
614.0,614.63
614.0,614.63
614.26,614.63
614.63,613.96
614.6,614.27
614.27,614.86
614.52,613.96
614.52,615.0
614.86,614.49
614.49,615.0
614.445,615.0
614.599,614.15
614.49,613.96
614.15,614.59
614.59,613.96
614.23,615.0
614.67,614.2
615.0,614.2
614.45,613.96
614.2,613.15
613.96,613.15
613.15,613.75
613.11,613.75
613.75,613.01
613.53,613.01
613.01,613.53
613.53,613.03
613.03,612.39
612.39,612.85
612.85,613.23
613.0,613.23
613.23,612.51
613.27,612.85
613.26,612.51
612.85,612.3
613.01,612.51
613.07,612.51
612.51,611.78
612.3,611.78
611.78,611.27
611.66,612.37
612.11,611.67
611.67,611.42
611.67,611.54
611.54,612.07
611.42,612.07
611.27,612.07
611.11,612.07
612.07,612.85
612.14,611.38
612.37,611.7
612.59,611.7
612.85,612.29
612.29,611.7
612.28,611.7
612.11,611.7
611.7,612.18
612.18,611.7
612.065,611.51
611.7,611.115
611.95,611.51
611.7,611.98
611.98,611.69
611.69,611.99
611.82,611.51
611.99,611.51
611.83,611.38
611.51,611.115
611.46,610.84
611.38,610.84
611.4,611.115
611.115,610.84
610.84,611.27
611.27,611.7
611.48,611.0
611.7,611.08
611.7,611.47
611.71,611.08
611.69,611.08
611.53,611.7
611.7,611.47
611.47,611.08
611.08,611.35
611.35,611.1
611.22,611.47
611.1,611.29
611.29,611.4
611.4,611.07
611.47,611.07
611.365,611.07
611.36,611.07
611.31,611.47
611.31,611.46
611.32,611.46
611.31,611.07
611.46,611.07
611.31,611.0
611.47,611.07
611.07,610.73
611.0,610.73
610.99,610.73
611.08,610.73
610.99,610.73
610.95,610.73
610.95,610.695
611.05,610.73
611.03,610.73
610.73,610.99
610.72,610.87
610.695,610.87
610.66,610.73
610.73,610.87
610.87,610.64
610.64,610.99
610.745,610.99
610.745,610.99
610.99,611.34
610.805,610.99
610.9,611.07
610.99,611.34
610.99,611.34
611.07,611.34
611.34,611.03
611.44,611.03
611.29,611.03
611.03,611.44
611.13,611.44
610.96,611.18
611.05,611.27
611.06,611.27
611.18,611.27
