entry,exit
648.49,648.38
648.4,648.51
648.38,648.51
648.44,648.51
648.51,648.38
648.46,647.98
648.38,647.98
648.34,647.98
648.4,648.27
648.27,647.98
647.98,648.17
648.17,648.55
648.26,648.06
648.26,648.06
648.18,648.06
648.06,648.26
648.16,648.26
648.26,648.55
648.26,648.55
648.55,648.08
648.08,650.98
648.07,650.98
648.12,648.34
648.08,647.97
647.97,648.34
647.97,648.34
647.98,648.34
648.34,647.99
647.99,650.98
648.07,650.98
648.01,650.98
648.01,648.01
648.01,650.98
649.55,649.25
649.25,648.31
648.31,644.0
644.0,649.5
649.5,651.54
649.53,651.54
649.55,651.54
649.5,651.54
649.0,651.54
651.54,654.52
652.81,654.61
651.45,653.0
653.0,654.52
652.08,654.52
654.52,656.0
654.61,656.47
655.0,656.0
656.0,657.94
656.1,658.55
656.47,659.13
655.865,658.04
655.56,657.94
657.94,655.52
656.88,658.295
657.135,656.38
657.135,656.8
656.88,656.38
656.88,656.38
656.87,656.38
656.86,657.97
656.8,656.38
656.82,656.38
657.02,657.97
656.38,657.37
656.38,657.37
657.37,656.45
656.45,657.1
657.1,657.97
657.13,657.97
657.13,657.13
657.13,657.97
657.97,658.55
658.04,657.01
658.295,657.6
657.6,658.55
657.6,658.55
657.6,658.55
658.55,657.32
657.32,655.52
658.41,657.01
657.65,657.01
657.99,657.01
657.01,655.52
657.01,655.52
657.0,655.52
656.88,655.52
655.52,657.225
657.225,656.04
657.02,658.72
656.04,656.9
656.32,658.12
656.325,656.9
656.9,658.12
658.12,658.72
658.42,657.84
657.84,658.72
658.48,659.13
658.23,658.5
658.03,658.48
657.97,658.48
658.48,659.13
658.5,660.0
658.72,659.13
659.13,660.0
660.0,657.58
660.0,660.0
660.0,659.3
660.22,657.58
659.3,656.5
657.58,659.23
658.58,657.58
659.23,660.77
658.49,660.33
658.82,660.33
660.33,658.72
658.72,660.77
659.21,660.77
660.77,659.14
659.14,656.5
659.13,656.5
658.395,659.64
658.83,657.9
657.9,659.64
659.64,656.5
658.43,656.5
658.9,656.5
658.535,656.5
658.36,656.5
656.5,658.32
656.79,654.14
658.32,656.84
657.46,656.84
656.84,654.14
656.05,657.71
657.71,654.14
657.71,654.14
654.14,656.09
654.76,656.09
655.13,656.09
655.13,654.52
654.83,656.09
654.52,656.09
654.42,656.09
654.61,656.09
656.09,654.57
655.59,657.08
655.9,654.57
656.07,654.57
654.57,656.39
656.39,658.32
656.39,655.8
655.8,657.08
657.08,658.32
656.58,658.32
656.58,658.32
658.32,659.57
658.32,659.75
658.31,658.17
658.17,659.57
658.06,659.57
657.607,659.0
658.27,659.75
657.3,658.48
657.29,658.04
657.57,658.48
658.04,659.57
658.48,656.3
658.4,659.0
659.0,658.2
658.2,659.57
658.75,659.57
659.57,658.0
658.0,659.27
658.93,659.96
659.27,657.84
659.59,658.52
659.11,657.84
659.04,657.84
658.52,659.59
659.59,658.42
659.75,658.42
659.96,658.42
659.45,658.42
658.42,656.3
658.82,658.54
658.54,656.3
658.96,656.3
657.84,658.4
658.12,656.3
658.17,656.3
656.3,657.02
656.36,658.49
656.795,656.25
656.36,658.49
656.25,656.69
656.25,657.02
656.69,658.49
657.02,658.49
658.49,656.96
658.27,657.46
657.46,656.96
657.69,656.55
657.79,657.71
657.71,656.55
656.96,656.08
656.97,656.08
656.99,656.55
656.55,657.53
656.94,656.08
656.36,657.53
657.53,656.08
656.92,656.08
656.08,655.29
656.78,656.33
656.33,655.497
656.04,655.497
655.71,657.69
655.497,657.69
655.39,657.69
655.66,657.69
655.4,655.91
655.432,655.87
655.29,655.87
655.45,657.69
655.87,657.69
655.91,657.69
657.69,658.575
657.71,658.575
657.64,658.575
658.575,657.61
658.83,658.01
658.01,657.61
657.61,658.23
658.23,659.43
657.96,659.43
657.96,658.26
657.96,659.43
658.1,659.43
657.81,659.43
658.26,659.43
657.81,659.43
659.43,658.32
659.47,658.97
658.97,659.75
659.75,658.77
659.51,658.77
659.31,658.77
658.77,658.04
658.6,659.76
658.73,659.76
658.32,659.76
658.04,659.76
658.79,660.0
659.76,658.88
659.39,658.88
658.88,658.22
659.08,657.91
658.22,660.0
659.24,657.91
658.7,657.76
659.25,657.91
659.25,657.91
657.91,659.25
658.43,660.0
658.435,657.76
657.96,659.25
657.76,658.8
657.7,658.8
658.8,660.0
658.42,658.64
658.64,659.25
659.25,660.0
660.0,658.62
659.49,660.01
660.01,659.52
659.52,658.62
660.0,658.62
658.62,659.2
659.2,657.9
659.5,657.9
658.81,657.9
659.17,657.9
657.9,659.78
658.16,659.25
658.76,657.55
657.55,659.25
658.02,659.25
657.92,659.25
657.81,659.25
657.992,659.25
657.51,659.25
657.51,659.25
657.58,659.25
659.25,660.75
659.78,661.08
659.77,659.48
659.98,661.08
659.98,659.18
659.63,660.4
659.48,660.25
659.98,659.3
659.3,660.25
659.74,659.295
659.63,660.25
659.47,659.95
659.295,659.95
659.585,659.95
659.87,659.18
659.95,659.18
659.95,660.25
660.25,659.18
660.08,660.105
660.105,659.18
659.18,660.09
659.96,659.12
660.09,659.65
660.26,659.65
660.36,659.88
659.88,659.12
659.65,659.12
659.56,659.12
659.615,659.12
659.615,659.12
659.12,660.4
660.4,661.08
660.09,660.75
660.0,660.59
660.5,659.87
660.59,659.87
660.75,660.37
660.63,659.87
660.47,659.87
660.37,659.87
660.43,659.87
659.87,660.74
660.74,661.76
660.66,661.4
660.5,661.08
660.64,661.13
660.715,661.19
661.08,661.76
661.13,660.96
661.06,661.4
660.96,661.4
660.98,661.4
660.98,661.4
661.19,660.6
661.4,660.55
661.4,660.6
660.6,661.76
660.61,661.76
660.65,661.76
661.76,660.55
661.76,660.55
661.48,660.55
660.55,661.42
661.07,660.11
660.24,661.42
661.08,660.5
661.42,660.5
661.37,660.11
660.11,660.79
660.79,660.14
661.0,660.14
660.14,661.55
661.03,660.11
660.9,661.55
661.55,660.92
661.55,661.232
661.69,660.92
661.232,660.505
660.92,661.62
661.2,660.505
661.115,660.11
661.36,660.505
661.36,660.505
661.0,661.62
661.0,661.62
661.35,660.505
661.62,661.05
661.05,661.72
661.72,660.505
661.72,661.13
661.13,660.11
660.505,659.28
660.11,659.28
660.11,659.28
660.16,659.28
659.28,658.69
659.01,659.79
659.295,658.27
659.0,659.79
659.4,658.4
658.69,659.79
659.79,658.4
658.4,657.75
658.4,657.34
658.27,657.34
658.65,657.75
657.75,656.75
657.927,657.34
657.75,656.75
657.94,657.34
658.0,657.34
658.0,657.34
657.34,656.43
658.0,656.75
656.75,655.66
657.15,656.0
656.43,657.465
657.465,656.55
656.755,655.66
656.55,656.755
656.755,656.38
656.38,656.63
656.63,657.3
657.3,656.5
656.71,656.0
656.96,656.5
656.82,656.38
656.94,656.5
656.5,657.0
657.0,656.0
656.38,655.66
656.0,656.76
656.76,655.66
656.71,656.21
656.32,657.0
656.64,655.66
656.88,655.66
656.41,657.0
656.705,657.0
657.0,656.21
656.21,655.66
655.66,655.0
655.51,656.22
656.22,655.18
655.8,655.0
656.08,655.59
655.59,654.92
655.6,654.48
655.18,655.81
655.81,655.0
655.0,655.6
655.0,655.6
655.12,655.6
655.6,654.48
655.0,655.71
654.92,656.17
655.52,654.48
655.64,654.48
654.48,655.49
655.49,656.66
655.4,656.17
655.4,656.17
655.61,655.05
655.71,655.05
655.05,655.79
655.45,654.83
655.32,654.83
655.32,655.09
655.09,654.83
655.1,654.83
655.06,655.79
654.83,655.79
655.79,655.14
655.14,656.17
656.17,655.28
655.97,656.66
655.99,656.66
655.83,656.66
655.84,656.66
656.66,655.28
655.28,656.45
656.25,657.6
655.885,655.885
655.38,656.45
656.45,656.08
656.49,655.56
656.37,655.61
656.22,655.61
656.08,657.0
656.025,657.0
656.19,657.0
655.61,656.06
656.06,655.63
655.75,656.05
655.75,655.75
655.75,656.27
655.75,655.63
655.63,656.05
656.05,656.54
656.27,655.75
655.75,655.74
655.74,655.97
655.97,656.54
656.34,655.9
656.54,655.9
655.9,656.57
655.56,656.24
655.56,655.77
655.77,656.24
656.24,657.0
656.47,655.77
655.77,656.57
656.57,657.0
657.0,656.13
657.38,656.13
657.6,656.13
657.6,656.13
657.36,656.13
656.13,654.53
656.0,656.58
656.21,654.53
656.4,654.53
655.51,656.58
656.2,654.53
655.75,656.58
655.87,656.58
655.69,656.09
656.09,656.58
656.58,655.75
655.75,654.53
655.82,654.53
654.53,653.52
655.07,654.02
654.02,655.15
654.07,653.52
653.97,655.15
654.24,653.52
653.98,655.15
653.52,654.47
654.47,655.15
655.15,654.14
655.11,654.14
654.14,654.935
654.51,655.42
654.67,655.42
654.96,655.42
654.95,655.67
655.42,654.62
655.67,655.01
655.82,655.01
655.86,655.01
655.01,655.83
655.83,655.0
655.48,654.62
655.0,653.71
654.62,653.71
653.71,655.04
655.04,655.84
655.06,655.84
655.38,656.235
655.17,656.09
655.17,656.09
655.37,656.63
655.41,656.09
655.84,656.939
656.09,656.939
655.56,656.63
655.54,656.235
655.54,656.05
655.63,656.235
655.66,656.235
655.93,656.939
656.235,655.7
656.63,655.97
656.09,656.939
655.97,656.57
655.92,656.57
655.7,656.57
655.95,656.57
656.15,656.939
656.13,656.98
655.72,656.57
656.15,656.57
656.57,656.939
656.939,656.51
656.98,656.41
656.51,655.63
656.41,655.63
656.7,656.21
656.53,656.21
656.66,655.63
656.37,655.63
656.21,655.63
655.63,656.5
655.72,656.5
655.81,656.5
655.79,656.5
656.5,657.11
657.0,657.33
656.75,657.28
656.94,657.54
657.11,657.54
657.28,657.54
657.33,658.01
657.23,657.54
657.15,657.54
657.35,658.01
657.25,658.01
657.54,658.01
658.01,658.601
658.601,658.99
658.61,658.99
658.61,658.99
658.55,658.99
658.99,658.43
658.43,658.96
658.63,658.14
658.26,658.96
658.34,658.63
658.34,658.14
658.14,658.63
658.36,658.96
658.36,658.63
658.63,658.96
658.49,658.96
658.54,658.96
658.33,658.96
658.96,659.54
658.82,659.19
658.855,659.39
658.83,659.39
658.98,659.16
658.94,659.16
658.98,659.16
659.16,658.65
659.19,658.65
659.17,658.65
659.06,658.65
658.65,659.0
658.55,659.07
659.0,659.54
659.07,659.49
659.21,659.49
659.39,659.76
659.49,658.85
659.54,659.28
659.48,658.85
659.48,659.28
659.28,659.6
659.35,659.76
659.6,659.275
659.76,659.275
659.275,660.0
658.85,659.59
659.59,660.28
659.76,660.28
659.42,660.0
660.0,659.52
660.0,660.28
660.0,660.28
660.28,659.71
659.71,660.24
660.24,659.66
659.66,660.13
659.68,660.13
659.86,659.52
659.52,659.76
659.76,660.13
659.83,659.55
659.55,660.13
660.13,659.55
659.95,659.55
659.83,660.23
659.64,660.07
660.07,659.55
659.55,660.0
659.84,660.23
660.0,659.65
659.88,660.23
659.99,659.65
659.65,660.23
660.23,660.66
660.22,659.88
660.24,659.88
660.24,659.88
659.88,660.22
660.22,660.66
660.66,660.36
660.72,660.36
660.36,660.878
660.878,660.6
660.82,661.15
660.73,660.6
660.6,660.92
660.92,661.15
660.92,661.34
660.8,660.98
660.98,661.34
660.89,661.15
661.15,660.83
661.15,660.83
661.15,660.83
661.05,660.83
661.09,661.55
660.83,661.34
661.06,661.34
661.34,661.55
661.34,660.92
661.55,661.41
661.41,661.49
661.49,660.92
661.38,660.92
661.335,660.92
660.92,661.4
661.4,661.83
661.4,661.73
661.73,661.18
661.83,662.0
662.0,662.08
662.08,661.85
661.85,661.558
661.558,661.98
661.98,661.18
661.73,661.18
661.66,661.18
661.18,660.71
661.21,660.71
660.71,660.99
660.74,661.1
660.99,661.215
660.99,661.165
661.1,661.37
661.165,661.81
661.01,661.215
661.01,661.37
661.14,661.81
661.215,661.81
661.37,661.81
661.81,661.41
661.93,661.41
661.67,661.91
661.91,661.41
661.41,661.75
661.75,661.3
661.3,661.86
661.53,660.98
660.98,661.86
661.33,661.86
661.14,661.86
661.86,662.29
661.698,662.29
661.99,662.29
662.29,661.93
662.17,662.49
662.49,661.69
661.93,661.69
661.69,661.07
661.9,661.07
661.07,661.83
661.025,661.83
661.21,661.83
661.83,662.5
661.8,662.17
661.83,662.17
662.17,662.5
662.32,662.5
662.32,662.29
662.29,662.63
662.5,662.78
662.47,662.78
662.63,662.88
662.78,663.3
662.606,662.98
662.78,663.3
662.88,663.3
662.73,662.81
662.81,663.3
662.98,663.3
662.98,663.3
663.0,663.3
663.0,663.3
663.3,663.04
663.31,663.17
663.3,663.17
663.17,662.85
663.04,663.37
663.21,662.51
663.14,662.51
663.37,662.85
662.85,663.29
663.29,663.52
663.24,663.52
663.28,663.4
663.4,662.51
663.36,662.51
663.42,662.51
663.2,663.52
663.52,662.51
663.22,662.51
663.24,662.51
662.51,662.94
662.94,662.49
662.71,662.26
662.88,662.49
662.49,662.72
662.72,662.26
662.56,662.26
662.49,662.463
662.463,662.95
662.51,662.95
662.53,662.26
662.26,662.605
662.605,662.33
662.33,662.95
662.95,662.56
662.56,662.98
662.79,662.46
662.56,662.98
662.98,662.46
662.86,662.46
662.46,661.89
662.6,661.89
661.89,661.0
662.33,661.88
661.88,662.35
662.03,661.0
662.35,661.72
662.075,661.0
662.09,661.72
661.72,661.0
661.0,660.44
661.25,660.83
660.83,661.2
661.045,661.41
661.2,660.71
661.41,660.92
660.92,661.425
661.31,660.92
660.92,661.29
661.29,661.425
661.425,661.04
661.27,660.93
661.04,660.6
660.93,660.44
661.11,660.71
660.89,660.44
661.01,660.71
660.71,661.01
661.01,660.62
660.62,661.11
660.9,660.44
661.11,660.85
661.1,660.77
660.85,660.6
660.77,661.19
660.6,661.1
660.44,660.78
660.78,660.44
660.78,660.44
660.61,660.91
660.44,660.91
660.91,661.4
660.91,660.71
660.87,661.1
660.91,661.4
660.71,660.93
660.91,661.1
660.87,661.19
660.93,661.19
660.97,661.4
661.1,660.53
660.96,661.4
661.19,660.53
661.18,660.8
660.96,661.18
660.95,661.18
660.96,661.18
661.18,660.8
660.985,661.4
660.99,660.8
660.985,661.4
660.8,661.4
660.8,661.4
661.4,661.01
661.01,661.24
660.99,660.53
660.8,660.99
660.99,661.24
660.8,660.915
660.915,661.24
661.02,661.24
661.24,660.53
660.99,661.22
661.035,660.53
661.22,660.53
660.53,661.15
661.15,660.47
660.47,661.04
660.41,661.04
660.55,660.65
660.65,660.15
660.75,660.15
661.04,660.54
660.75,660.15
660.59,660.7
660.6,660.4
660.7,660.4
660.54,660.15
660.75,660.4
660.75,660.4
660.75,660.4
660.74,660.4
660.745,660.4
660.75,660.4
660.75,660.675
660.745,660.4
660.75,660.4
660.75,660.15
660.675,660.4
660.4,660.745
660.745,660.41
660.65,660.15
660.725,660.15
660.71,660.15
660.65,660.15
660.41,660.73
660.4,660.6
660.6,660.15
660.5,660.6
660.6,660.15
660.6,660.15
660.44,660.15
660.15,660.73
660.2,660.73
660.73,661.11
660.52,661.11
660.4,660.96
660.565,660.39
660.39,660.59
660.59,660.73
660.59,660.96
660.59,660.41
660.73,660.56
660.56,660.72
660.72,660.41
660.41,660.96
660.96,661.5
660.935,660.49
660.49,660.76
660.76,660.98
660.98,660.49
660.49,661.11
661.11,661.5
660.995,661.5
661.5,660.91
660.91,661.236
661.27,660.95
661.05,661.49
661.065,661.49
661.49,661.21
661.21,660.65
661.5,661.11
661.2,660.52
661.11,661.755
661.29,660.65
660.95,661.22
661.22,660.65
660.89,661.755
660.65,661.09
660.89,661.54
661.09,660.52
660.87,661.54
660.8,661.11
660.99,661.97
661.11,660.52
660.8,660.52
660.52,661.07
661.07,660.8
661.07,661.755
660.8,661.54
660.985,660.73
660.952,661.54
661.22,660.73
661.11,660.73
661.0,660.73
660.73,661.18
661.18,661.755
661.14,661.54
661.0,661.54
661.0,661.54
660.885,661.54
661.54,661.755
661.755,660.92
661.5,661.76
661.76,661.56
661.745,660.92
661.635,660.92
661.56,660.92
661.56,660.92
660.92,661.39
660.92,661.39
661.39,661.77
661.33,661.77
661.71,660.9
661.77,661.38
661.38,661.97
661.58,660.21
661.97,661.54
662.0,661.61
661.97,661.61
661.97,661.61
661.61,661.96
661.96,661.62
661.96,661.62
661.62,661.98
661.85,661.54
661.98,661.79
661.83,661.54
661.83,661.82
661.82,660.9
661.79,660.9
661.54,660.9
661.53,660.9
660.9,660.21
660.21,659.75
660.0,659.58
659.75,659.08
659.58,659.97
659.85,659.5
659.81,659.97
659.97,659.5
659.5,659.08
659.08,659.7
659.7,659.08
659.08,659.39
659.39,658.3
659.445,658.3
659.31,658.3
658.3,659.08
658.3,659.08
658.53,659.08
658.16,658.7
658.28,658.7
658.7,658.785
658.785,659.46
659.08,658.72
659.05,658.72
658.72,659.135
659.135,658.52
658.89,658.43
658.85,659.46
658.52,659.075
658.735,659.46
658.43,659.075
659.075,659.46
659.46,658.93
658.93,659.47
658.8,659.47
659.08,659.47
659.47,660.0
659.25,659.76
659.44,659.76
659.29,659.76
659.3,660.0
659.76,660.2
660.0,659.6
659.6,659.94
659.94,659.6
659.91,660.2
660.2,659.8
660.0,659.68
659.8,659.6
659.81,659.22
659.92,659.6
659.68,659.98
659.6,659.98
659.98,659.22
659.67,659.22
659.67,659.22
659.62,659.22
659.7,659.22
659.63,659.22
659.22,659.5
659.5,660.09
659.42,660.09
659.61,660.09
659.41,659.74
659.74,660.3
660.09,660.47
660.065,660.47
660.1,660.47
660.3,660.8
660.39,660.18
660.18,660.22
660.22,660.8
660.47,660.8
660.49,660.0
660.49,660.0
660.8,660.38
660.78,660.38
660.79,660.38
660.78,660.38
660.73,660.38
660.76,660.38
660.38,660.0
660.3,660.56
660.56,660.0
660.0,659.64
660.0,659.64
660.0,659.64
660.0,660.23
660.0,659.64
659.88,660.23
660.23,659.88
659.88,659.6
659.88,659.29
660.0,659.64
659.99,659.64
659.98,659.29
659.64,658.84
659.64,660.04
659.72,660.04
659.95,659.6
659.6,660.04
659.6,659.95
659.95,659.69
659.69,659.93
659.78,659.93
659.93,659.29
660.04,659.774
659.95,659.68
659.774,659.29
659.87,659.29
659.83,659.68
659.83,659.68
659.68,659.84
659.84,659.29
659.29,659.855
659.855,659.34
659.95,659.776
659.85,660.16
659.88,659.34
660.16,659.63
660.23,659.8
660.2,659.72
659.8,660.21
659.72,660.14
659.77,659.99
659.72,659.99
659.63,659.99
659.99,660.21
660.14,659.34
659.96,659.34
659.9,659.34
659.92,660.21
659.92,659.34
660.21,659.34
659.34,658.84
658.84,658.24
658.24,659.0
659.0,659.64
659.34,658.9
659.54,658.9
659.53,659.19
659.23,658.9
659.23,658.9
659.34,659.19
659.33,658.9
659.34,658.9
659.34,659.19
659.26,658.87
659.19,658.9
658.9,659.44
658.87,659.44
658.87,659.44
659.44,659.74
659.44,660.14
659.64,660.14
659.33,659.74
659.33,659.74
659.74,659.31
659.51,660.14
660.14,659.8
659.87,659.31
659.87,659.8
659.8,660.11
659.73,660.11
660.11,659.75
659.96,659.75
659.87,659.31
659.75,660.06
660.06,659.31
659.31,660.35
659.43,658.82
659.43,658.82
659.43,658.82
658.82,659.2
659.2,658.66
659.2,658.66
659.57,658.98
659.2,658.66
658.98,659.465
658.92,658.66
658.66,659.32
658.99,659.465
659.32,659.72
659.465,660.35
659.44,659.72
659.27,659.37
659.37,659.72
659.72,660.35
659.51,660.35
660.35,659.67
659.67,660.49
659.69,660.16
660.0,659.76
659.94,659.8
659.8,659.45
659.76,660.16
659.45,660.08
659.47,660.08
659.52,660.08
659.885,660.08
660.08,660.49
660.16,660.49
660.16,659.96
659.96,660.37
660.37,659.81
660.37,660.85
660.49,660.85
660.59,659.81
660.55,660.85
660.85,659.81
660.73,659.8
659.81,659.6
660.0,659.24
659.81,660.24
660.24,659.6
659.8,659.6
659.85,659.24
659.85,659.24
659.6,659.24
659.73,659.24
659.58,660.19
659.58,659.24
659.24,659.75
659.545,659.96
659.75,659.34
659.34,659.75
659.34,659.75
659.75,660.0
659.75,660.19
659.44,659.96
659.96,660.69
659.8,660.22
659.81,659.8
659.8,660.03
660.03,659.67
659.95,659.6
659.95,659.67
659.95,659.67
659.9,659.67
659.94,659.67
659.67,659.89
659.67,659.89
659.72,660.19
659.89,660.22
659.6,660.19
659.77,660.19
660.19,659.91
660.02,659.67
659.91,659.99
659.99,659.67
659.99,659.67
660.0,659.6
659.67,660.22
659.75,660.22
659.6,660.22
659.6,660.22
660.22,660.69
659.86,660.69
660.69,660.15
660.85,660.15
660.82,660.15
660.89,660.47
660.98,660.79
660.79,660.47
660.79,660.79
660.79,660.47
660.47,660.15
660.15,660.62
660.62,659.97
660.62,660.18
660.73,660.18
660.96,660.6
660.92,660.6
660.6,660.18
660.41,660.5
660.41,660.5
660.5,660.18
660.54,660.18
660.54,660.18
660.54,660.18
660.18,660.74
660.4,659.97
659.97,660.41
659.9,660.2
660.2,660.74
660.14,660.44
660.11,660.41
660.14,660.41
660.41,660.98
660.4,660.89
660.07,660.44
660.315,660.74
660.44,660.74
660.27,660.74
660.74,660.47
660.47,660.33
660.33,660.735
660.735,660.33
660.65,660.16
660.33,660.16
660.16,660.5
660.5,660.17
660.17,660.7
660.7,660.0
660.37,660.78
660.52,660.0
660.54,660.78
660.56,660.78
660.78,660.48
660.48,660.0
660.58,660.0
660.0,660.46
660.46,660.89
660.4,660.89
660.62,660.89
660.76,660.89
660.755,660.98
660.74,661.07
660.76,661.1
660.89,661.07
660.98,661.07
661.07,660.78
660.78,661.0
660.78,661.1
661.1,661.34
661.11,661.34
661.34,661.94
661.28,661.94
661.3,661.37
661.37,661.94
661.54,661.94
661.6,661.94
661.63,661.94
661.94,661.6
661.94,661.6
661.745,661.58
661.6,661.81
661.58,661.88
661.69,662.09
661.61,661.42
661.42,661.78
661.42,661.78
661.78,662.03
661.81,661.43
661.88,661.77
661.77,662.03
661.76,662.09
661.61,661.98
661.98,662.165
662.03,661.84
662.09,662.01
662.01,661.84
662.01,661.84
661.98,661.73
661.84,662.165
661.99,661.57
662.165,661.99
661.99,661.73
661.84,661.43
661.73,661.02
661.57,661.02
661.43,661.02
661.49,661.02
661.02,660.36
661.11,660.78
660.87,660.36
661.08,660.78
661.07,660.78
661.04,660.78
661.17,660.78
660.78,660.36
660.36,660.0
660.24,659.67
660.0,660.41
660.41,660.26
660.26,659.67
660.52,660.22
660.44,660.22
660.44,660.22
660.22,660.02
660.02,660.36
660.36,660.02
660.02,659.67
659.67,660.3
659.86,660.3
659.835,660.3
659.53,659.96
659.86,660.3
659.96,660.3
660.3,659.75
659.75,660.19
660.17,659.82
660.09,659.48
659.99,660.09
660.09,659.82
660.19,659.48
659.99,659.48
659.82,659.48
659.48,659.83
659.655,659.83
659.83,659.97
659.97,659.48
659.92,659.48
659.98,659.78
660.01,659.78
659.78,659.48
659.9,659.48
659.9,659.48
659.9,659.96
659.96,659.48
659.48,659.91
659.91,659.52
659.85,659.52
659.52,659.87
659.36,659.87
659.54,659.01
659.87,659.46
659.79,659.46
659.46,659.01
659.5,659.01
659.32,659.01
659.01,658.73
658.73,659.08
659.08,658.52
658.92,658.52
658.93,658.52
658.82,659.12
658.83,659.12
659.12,658.52
658.52,658.85
658.47,658.88
658.85,658.26
658.52,658.26
658.58,658.26
658.26,658.58
658.58,659.29
658.77,658.41
658.41,658.667
658.667,659.29
658.831,658.4
658.75,658.4
658.4,658.68
658.68,658.45
658.6,658.88
658.45,658.77
658.52,658.88
658.77,659.29
658.88,659.29
659.29,659.0
659.11,658.95
659.0,659.38
659.0,659.11
658.95,659.11
659.11,659.38
659.02,659.38
659.02,659.38
659.38,659.7
659.455,659.73
659.7,659.98
659.54,659.84
659.73,659.84
659.84,659.7
659.89,659.7
659.7,659.9
659.9,659.77
659.98,659.77
659.89,659.72
659.8,660.16
659.77,659.72
659.72,659.8
659.72,659.92
659.8,659.67
659.75,659.92
659.67,659.92
659.92,660.16
659.93,660.38
660.16,660.47
660.38,660.67
660.47,660.67
660.67,660.27
660.7,660.46
660.52,660.18
660.46,660.78
660.46,660.78
660.27,660.65
660.28,660.65
660.65,660.18
660.78,660.44
660.57,660.18
660.44,659.98
660.625,660.18
660.44,660.18
660.42,659.98
660.18,659.98
659.98,659.45
660.04,659.45
659.45,658.96
659.37,658.96
658.96,659.31
659.31,658.9
659.42,658.9
659.28,658.9
659.42,658.9
659.28,658.9
659.34,658.9
658.9,659.1
659.03,659.28
658.99,659.28
658.92,659.28
658.98,659.28
659.1,659.28
659.28,658.92
659.23,658.92
658.92,659.25
659.15,659.5
659.25,659.5
659.18,659.5
659.5,659.97
659.67,660.22
659.97,659.76
659.76,660.22
660.22,659.94
659.94,660.34
660.145,660.34
660.34,660.04
660.04,659.87
660.01,660.4
660.01,660.09
660.09,659.87
659.87,660.4
660.4,660.74
660.555,661.03
660.74,661.4
660.57,661.03
661.03,660.57
660.57,661.4
661.4,661.8
661.27,661.6
661.29,661.6
661.6,661.34
661.39,661.7
661.34,661.6
661.6,661.4
661.4,661.7
661.59,661.86
661.7,661.51
661.8,661.6
661.7,661.51
661.86,661.6
661.6,661.42
661.7,661.51
661.62,661.51
661.51,661.42
661.42,661.09
661.09,661.39
661.19,661.54
661.31,661.61
661.23,661.54
661.39,661.61
661.3,661.54
661.54,661.88
661.61,661.88
661.6,661.75
661.68,661.53
661.72,661.53
661.53,661.69
661.62,661.88
661.545,661.75
661.69,662.0
661.75,662.0
661.56,661.755
661.755,662.0
661.78,661.88
661.79,661.95
661.88,662.0
661.883,662.0
661.82,661.95
661.89,662.0
661.89,662.0
661.95,662.26
662.0,662.26
661.9,662.07
661.87,662.07
662.07,662.26
662.26,661.99
661.99,662.2
662.085,661.82
662.01,662.2
662.2,662.03
662.105,661.82
662.03,662.2
662.06,662.2
662.2,661.82
661.82,661.69
661.89,661.75
661.75,661.55
661.87,661.69
661.87,661.69
661.69,661.88
661.82,661.55
661.88,661.55
661.75,661.45
661.88,661.55
661.55,660.8
661.698,661.45
661.7,661.45
661.59,661.45
661.59,661.3
661.45,661.3
661.3,661.46
661.46,661.74
661.3,661.63
661.63,661.32
661.52,661.74
661.74,661.54
661.54,661.32
661.56,661.32
661.32,661.68
661.68,661.17
661.67,661.17
661.66,661.17
661.66,661.17
661.67,661.17
661.69,661.17
661.69,661.17
661.66,661.17
661.17,661.82
661.82,660.8
664.35,668.5
668.5,664.0
664.0,661.0
661.0,663.84
663.84,662.0
662.0,662.0
663.84,662.0
662.0,662.0
662.0,661.5
662.0,661.5
661.5,663.35
663.35,668.16
668.16,667.93
667.93,670.0
668.72,669.45
668.72,669.45
669.45,670.1
670.0,668.97
669.42,670.1
670.1,669.36
670.0,670.5
670.5,670.125
670.21,669.36
670.125,669.36
669.72,668.97
669.36,668.97
669.46,670.16
669.49,670.93
669.35,670.38
669.32,670.16
669.33,668.97
668.97,670.16
669.59,670.93
668.98,670.16
151.28,150.76
670.16,669.41
670.38,669.96
670.39,669.96
669.96,670.93
670.08,669.41
669.41,670.93
669.98,670.93
669.98,670.93
670.93,670.17
670.17,671.74
671.74,673.0
672.0,673.0
671.78,673.0
671.7,673.0
671.63,672.19
672.19,671.3
671.3,672.2
671.8,673.0
672.2,673.0
673.0,672.55
672.55,671.7
672.2,673.07
671.7,673.07
671.66,673.07
671.9,673.07
673.07,671.78
672.03,673.25
672.51,673.25
673.0,671.78
672.28,673.0
673.0,673.25
672.89,671.78
151.29,150.49
672.91,673.25
673.25,672.8
672.8,671.78
672.37,673.31
672.37,670.6
672.83,671.78
671.78,673.31
672.46,673.31
672.34,673.31
673.31,671.65
672.98,671.65
671.65,670.6
672.19,670.6
670.6,672.42
151.46,150.76
670.62,672.42
151.31,150.76
672.42,670.77
671.93,670.12
670.77,669.74
671.19,670.12
670.12,671.12
669.74,671.12
670.16,671.12
671.12,669.48
669.48,670.99
669.71,670.99
670.99,669.87
670.08,670.578
670.35,669.4
669.87,670.578
670.578,669.4
670.97,669.4
670.97,669.4
